영화명,평점,리뷰
범죄도시2,10,시즌1을 너무 재밌게 봤어서 시즌2도 잔뜩 기대하고 봤는데 저는 기대이상이었습니다! 영화 보는 내내 긴장감도 있었고 재미요소가 너무 많아서 같이 본 남자친구랑 영화 끝나고 너무 만족하면서 나왔습니다! 시즌3도 나오게 된다면 무조건 보러 갈 예정ㅎㅎ
범죄도시2,10,그냥 보셈ㅋㅋㅋ 진짜 너무 재밌음!!! 시리즈 하면 망하는게 대부분인데 이건 진짜 너무 재밌자나ㅠㅠㅠ 최고!!
닥터 스트레인지: 대혼돈의 멀티버스,8,다른공간 같은 시간속에 살고 있는 또 다른 나는 부디 행복하게 살길 바래....
앵커,8,좋은 영화 입니다. ㅎㅎ
범죄도시2,10,여운이가시지가않는다ㅋ
범죄도시2,10,연출도 연기도 역시 좋고 재밌어요!
범죄도시2,10,진짜 빌런역할 하신분 레전드임 진짜 최고
범죄도시2,10,끝나자마자 또 보고싶단 생각들었음너무재밌다
범죄도시2,10,2탄이라 기대없이 그냥 볼거없어서 본건데 진짜 대미있었음
범죄도시2,10,"손석구의 연기가 엄청남 모든 인물 연기를 할 수 있다는 거에 대단함을 느낀다 나쁜,착함, 등등 많은 성격의 연기를 정말 잘 한다"
범죄도시2,10,진짜!! 손석구 연기  멋찐척안하거 욕하고 이런게 아니라 만들어진 장첸 보다  경찰청 사람들 같은 리얼 손석구  범죄자 연기 최거 !!!!
민스미트 작전,7,민스미트 작전을 만드는 과정 긴장감있네요
더 배트맨,8,역대 가장 짠내나는 배트맨. 히어로물이 아닌 느와르로 보니 몰입도가 대단.
범죄도시2,8,손석구 연기가 미쳣네....
범죄도시2,10,손석구 와 완전 연기작살나네...앞으로 차기작 기대합니다~ㅋㅋ영화 굿굿굿!!!
범죄도시2,10,중간중간 개그요소가 진짜 재밌고 역시 믿고볼만하네용
범죄도시2,10,중간중간 개그요소가 진짜 재밌고 역시 믿고볼만하네용
범죄도시2,9,스토리 연기 가벼운코믹성 기타등등 다좋았으나 카메라각도가 싸움씬이나 액션씬에서 조금만 멀리찍었으면  하는 아쉬움이있음
범죄도시2,9,스토리 연기 가벼운코믹성 기타등등 다좋았으나 카메라각도가 싸움씬이나 액션씬에서 조금만 멀리찍었으면  하는 아쉬움이있음
태어나길 잘했어,5,춘희야 다한증 수술해도 달라지는거 없어...똑같아...
범죄도시2,10,"전작보다 코믹,액션 다 뛰어넘었다.다음도 있었으면 좋겠다."
범죄도시2,2,조폭영화의 무한반복편
범죄도시2,10,뻔한 스토리 뻔한 내용 뻔한 배우 뻔한 개그 뻔한 결말....뻔한 꿀잼♡
범죄도시2,10,손석구님  눈빛 연기 한번 더 보고 싶어 극장 가고 싶습니다 . 마동석님과 형사분들 콤비 또한 최고
범죄도시2,8,영화 재밌게 봤어요!
범죄도시2,10,액션좋고 개그좋고 가볍게 보기 좋아요.
범죄도시2,10,처음부터 끝까지 재미의 속도감을 놓지 않고 마동석은 마블보다 더 히어로 면모를 보이며 손석구는 지독한 잔인함을 쉴새없이 품어낸다 나오자마자 3편을 기다리게 만드는 2편의짜릿한 통쾌함!!
범죄도시2,9,시작할때 관람등급15세 가 눈에들어왓다1은 1만의 맛이 2는 2만의 맛이있는 영화엿다마동석의 타격감은 정말 속이 뻥뚫리는 느낌이다너무좋다
범죄도시2,10,동석이형은 하나의 장르다 이미. 뭐 이것저것 하려 할 필요가 없고 시원한 액션이면 끝이다.
범죄도시2,10,장이수씨 나올때마다 빵터짐
범죄도시2,10,조금 전 보고 왔습니다  역시 1편 못지않게 재미있게 보았습니다. 말과 생각이 필요 없는 것 같았습니다
범죄도시2,10,마동석식 개그보는맛이 있는 영화!
우연과 상상,7,우연과 상상 잘 봤습니다
배드 가이즈,7,동물들이 귀엽네요!
범죄도시2,10,배우 박지환님 덕분에 더더욱 재밌게 봤어요 연기 너무 잘하시네요
범죄도시2,10,그냥 별거 없음 다보고 몇몇사람들은 영화 끝나고 박수침 집에 누웠는데 여운이 안가시는 정도 3편도 제발 나왔으면 딱 그정도 밖에 안되는 영화
범죄도시2,10,통쾌한 타격감 스트레스 굿입니다.
범죄도시2,8,1편만한 2편없긴해서 그런지 내용적으로는 레파토리가 보여서 좀 식상한 느낌을 살짝 받긴했음 장챈같이 뭔가 대사가 딱 꽃히는게 없어서 강해상은 그냥 쎈 빌런느낌이라 뭔가 대사적으로 임팩트가 별로 없었던게 한몫한거같음 확실히 마블리 타격감과 액션은 그냥 우주 원탑인듯 이터널스 찍고나서 그런지 주먹으로 책상치는데 어디서 공사하나? 이러는거 너무 웃겼음 ㅋㅋㅋ
범죄도시2,10,1편과 비교할것없이 그냥 범죄도시2로 생각하면 될듯해요 1편은 손에땀나고 긴장되는 장면들이많다면 2편은 긴장감과 웃긴걸 동시에 느낄수있네요 재밌습니다
범죄도시2,10,더 탄탄해진 범죄도시 대유잼
닥터 스트레인지: 대혼돈의 멀티버스,10,"항상 마블영화는 슈퍼히어로 무비가 다가 아니라, 특정장르가 녹아있어서 좋음.이번영화는 공포장르가 녹아있는듯. 물론 무섭진않았지만...닥스1도 비쥬얼이 화려하고 엄청 재밌게 봤었는데 이번 2편도 영상미는 좋았음. 다만 마블팬이 아니라면 내용이해에 점점 진입장벽 높아지는듯.."
범죄도시2,10,손석구 OO시하다...
닥터 스트레인지: 대혼돈의 멀티버스,4,딱! 그냥 CG빼고 없음.. 개연성도 없고 그냥 화려한 CG를 그리기위해 억지로 스토리를 맞춰서 그냥 생각없이 봐야 함..  놀이동산 귀신의집 같은 연출도 허무하고..마블 초창기 팬으로 여태 안빼먹고 봐왔지만이제 케빈과 함께 해야할듯한 영상만 뽑아내는 듯
범죄도시2,10,역시 마동석 손석구의 재발견
니 부모 얼굴이 보고 싶다,8,몰입도 있는 영화네요
범죄도시2,10,니. 내 눈지아니?  하얼빈 장첸이야~!
범죄도시2,10,누가5야???너무재밋게봄 다음시리즈도 기대된당
범죄도시2,10,올만에 잼난 영화본듯요. 손석구 연기대박!!
범죄도시2,10,재미있어요 보세요 !!!
범죄도시2,10,기대했던만큼 아주 재밌다. 전체적인 연출이 더 탄탄해진 느낌. 손석구 악역 연기도 좋았으나 1탄에서 진선규 처음 봤을때만큼의 신선함은 아닌? 고로 1탄은 명작이고 2탄도 수작이다.
4월 이야기,10,외부는 잔잔하고 정적여보이지만 그 안을 들여다보면 감정들이 숨어 있다. 그걸 보면서 주인공이 적응한다고 해야 될지 모험을 한다고 해야 하나? 그냥 변해가는 모습이 그저 이뻤다. 물론 주인공의 외모도 한 건 했다.
범죄도시2,10,영화가 재미있으면 화장실 가고싶은줄도 모른다…
3.5교시,1,"여주 발연기에 놀라고, 개연성 없는 스토리에 또 한번 놀라고, 참신한 소재를 이렇게도 재미없게 연출한 감독의 능력에 마지막으로 놀람.뭔가 쌍둥이 시험지 유출 같은 사회적 메시지를 담으려고 한 것 같은데 아무것도 없음. 재미도 없고 감동도 없고…"
로리타,5,영화라서 다행이다 현실이었으면 등짝 오지게 때려야 함
쎄시봉,10,바도바도 좋네요.ㅎ특히 음악이 너무좋고.오랜만에 또 재밋게 봣습니다.
사이버 지옥: N번방을 무너뜨려라,10,어쩌면 내가 겪었을 수 있는 이야기. 용기내주신 피해자분들 감사합니다. 응원합니다.
매스,8,올해의 각본과 연기 앙상블. 오랫동안 비극을 직면하고 앓은 자들이 서로를 공유하고  구원하기 위한 작은 의식같다.
범죄도시2,10,시원해요. 있을법한 이야기ㅜㅜ 형사님들 처우 개선 시급합니다.
신비한 동물들과 덤블도어의 비밀,8,동물들 분량 늘려줘요 ..
범죄도시2,10,손석구 배우님 연기 진심 대박입니다.
범죄도시2,10,진짜 너무너무너무너무 재밌습니다..스토리 개연성 코믹 뭐 하나 빠지는거 없이완벽했어요ㅜㅜ 진짜 손석구 연기는 감탄 하면서 봤습니다 정말 재밌어요
범죄도시2,10,배우들 매력이 다채로워요마동석님은 말할것도 없고손석구님 넘 매력적이에요~~♡
경관의 피,10,왤캐  평점 안좋음? 나는 너무 재밌게봄 대사도 잘 들리는데 원래 이런 영화에서 중간에 못알아듣는 대사정도는 다들 있던거같은데 재밌음
범죄도시2,10,진짜 넘넘 재밌게봤어여!!!
범죄도시2,10,재밌어요.화끈해요.웃겨요.
닥터 스트레인지: 대혼돈의 멀티버스,7,
범죄도시2,10,1편 재밌게 보셨으면 2편도 재밌으실듯
범죄도시2,10,재미있습니다!! 손석구 인상적
범죄도시2,10,석구형 진심 너무 영화잘하고 소름돋았음..
범죄도시2,10,재밌다. 돈안아깝다. 또보고싶다.손석구 짱
범죄도시2,8,영화관에서 웃으면서 영화를 보는 날이 오네요  범죄도시2편은 1편보다 조금 더 코믹하게 만들어주셔서 더 재미있게 보고갑니다!!!! 배우분들의 연기력도 최고! (P.s 장이수 너무 졸귀 너무 웃겼어요ㅋㅋㅋ)
중경삼림,8,금성무 임청하 에피소드 재밌어요
범죄도시2,10,재밌었음 범죄도시 다운 영화였고 나는 충분히 좋았음
범죄도시2,10,영화가 그냥 재밌습니다
극장판 주술회전 0,10,이건 미쳤습니다 꼭 다시 보고 싶네요
범죄도시2,10,"영화관에서 다들 박수치고 빵빵 터지면서 봤음 캐릭터 다 사랑행 악역마저 사랑해. , 마요미 그리고 모든 배우들 다 사랑행,,한명도 놓칠 수 없다구"
인민을 위해 복무하라,8,"재미없다?연기력 부족하다?사단장의 의상과 병사들의 의상,소품들은 공산주의 국가임을 가늠케 하지만 최고 지도자의 사진이 특정인물이 아닌 가상의 인물로 묘사한 점은 영화가 시사하고자 하는 본질적인 내용을 전달하기 위해 적절하게 감추었다고 보여진다.자칫 정치와 외교적인 문제가 될 수 있기 때문인 것으로 추정된다.근래 보기 드물게 참신한 소재가 신선하고 재미있었다.주인공이 과연 간부가 될 수 있을까? 하는 내심 기대감으로 영화를 시청하는 내내 가슴을 조이면서 보았다. 최소 별4개는 주고싶다.개인적으로 추천 할 만한 작품이다."
범죄도시2,10,와우 킬링타임으로 오랜만에 영화관에서 몰입해서 재밌게 봤습니다
범죄도시2,10,"속편이 전편보다 재밌을수가 있다는걸 범죄도시2때매 처음 알았다..주,조연  가릴거 없이 최고였음..마동석, 구씨는 말할필요 없고, 장이수 어쩔ㅋㅋ"
로스트 시티,7,유쾌한 영화였어요!
범죄도시2,10,역시 차는 유에스비지 진짜 너무너무너무 재밌어요
범죄도시2,10,구저씨가 살렸다!뭘해도 멋지네!요즘 구저씨에 홀딱 빠짐!
건파우더 밀크셰이크,1,페미니스트 소리만 10번은 나오고 여주 화장도 안하고 액션도 구리고 비율 의상 섹시함 전혀 없는 걍 꼴페미 영화. 아토믹 블론드처럼 시대상도 없고 할리 퀸처럼 섹시 퇴폐미도 없고 초딩 액션에 피칠만함. 차라리 킬러의 남자친구는 더 b급이라도 여주들 미모 쩔고 짜임새 더 훌륭.
글래디에이터,10,내인생 최고의 띵작  슴살에 극장에서 처음봐서 지금인 40 대까지  보면볼수록 감동이 더 커진다 ㅠ
범죄도시2,10,마지막 버스씬 지리네요...
범죄도시2,10,구씨 연기 최고.. ㅁㄱ친놈같아요 정말
루이스 웨인: 사랑을 그린 고양이 화가,8,루이스 웨인에 대해 알게 되었어요
범죄도시2,10,와~ 첨부터 끝까지 지루할 틈이 없네
더 배트맨,1,이게 재밌다고? 내가 배트맨 영화는 다 봤지만 이건 진짜 최악이다. 이건 배트맨에 대한 모욕이다. 다크나이트가 최고라면 이건 최악이다. 끝까지 보긴 했는데 두번다신 이 감독 영화 안볼거다. 무슨 일반인이 배트맨 코스프레하는 영화같음.
범죄도시2,10,
봄날,10,개인적으로 손현주 연기가 케리재밌게 잘봤습니다~
로망스 돌,5,"독특한 소재인데 전개도 (나쁜 의미로) 독특해서 영문을 알 수 없는 마무리로 끝나는데, 그 와중에 아오이 유우가 예쁘다."
모비우스,7,아쉬운 영화 였습니다
범죄도시2,10,대박 재밌어요ㅋㅋ  꼭 보세요
범죄도시2,10,"지루할 틈이없다.19세가 아니라 걱정했는데, 걱정안하게됨"
범죄도시2,10,한국판 다이하드2한국 액션영화의 새역사를 썼다개인적으로 베테랑 보다 더 재밌었다
우상,9,“혀깨문 우상들만 있고 구세주는 없지”
범죄도시2,10,재미써ㅓ~~~ 근데 19세 해야할 것 가틈 잔인함 ㅋㅋㅋ
극장판 금빛 모자이크: 땡큐!!,6,극장판 금빛 모자이크
범죄도시2,10,재밌따~~시원시원하고 통쾌하다~~다만 조금잔인한데~~웃기기도하다~~마동석 손석구 만세 만세 만세~~~
범죄도시2,10,기대하나도안햇는데 완전 재밋엇음 !!
킹메이커,6,너무 말이 안됨 ~~~ 박대통령 시대에 공화당이 선물을 수거해서 자기 당 이름으로 선물한다? 절도범인데 ㅋㅋ  그게 가능하나?
"스탠바이, 웬디",10,정말 사랑하는 영화인데 네이버 영화 소개 볼 때마다 짱나서 죽을 것 같아요 영화사에서 네이버 고소해도 할 말 x
뜨거운 피,6,연기가 좋앗습니다!
레버넌트: 죽음에서 돌아온 자,10,미쳤네 목숨걸고 찍은 듯하다
범죄도시2,10,진짜 지루할새없이 웃으면서 잼께봤어요ㅋㅋㅋㅋ마동석님 진짜 최고
범죄도시2,10,손석구 사랑해요…??
투사부일체,10,도데체 이 영화가 왜 이 평점을 가지고 있는지 아직도 의문이네
스펜서,7,연기가 좋았습니다..
신비한 동물들과 덤블도어의 비밀,8,1 편 2 편보다 못하지만  그래도 나름 볼만하네요해리포터가  더 떠오리네요
건파우더 밀크셰이크,6,악당은 규칙을 잘 지키고 싸울 땐 총은 안쓴다 굿
범죄도시2,10,긴장감 재미 사이다 모두 느낌 손배우 연기력!!!! 마배우님은 말해 뭐해욬 ㅋ
범죄도시2,10,킬링타임용으론 최고였다 모처럼만의 수작
범죄도시2,10,1편에  이어  2편도  잼나요~굿
범죄도시2,10,재미 없다고 하는 사람들 말은 무시해도 되는게 그냥 그런 수준들인거임. 이건 레전드다..
범죄도시2,8,'니 내 누군지 아니?' 에서 빵 터졌다.
범죄도시2,10,와~~이건 뻔한 스토리라도 너무 잼있네요.최곱니다~~~
범죄도시2,10,딱 한국인들이 좋아할 내용들너무 재밌네용
범죄도시2,10,"진짜 돈이 하나도 안아까운 영화이고,손석구 배우님 팬됐어요...연기를 너무 잘하셔서 감탄했어요 두번 세번 봐도 재밌는 영화일것같아요!!대박나세요!!!!"
매스,8,
아웃포스트,2,360도 총질 첨 봄. 이런 엉밍진창 기지에서 살아남는데 참...
범죄도시2,10,손석구가 연기가 차가우면서 마동석 타격감이 최고마동석 장르가 생겨서 흥해라
