영화명,평점,리뷰
디어 에반 핸슨,8,해외는 모르겠지만 한국 관객이 좋아하려면 거짓임이 미리 밝혀지고 그 후 주인공이 문제를 잘 해결하고 가족들에게 인정받고 여자친구랑도 해피엔딩이었어야 평점이 8점 이상이었을거예요ㅋㅋ 그래도 저는 개인적으로 OST 하나만으로도 너무 좋은 영화였다 생각되고 소외된 사람들에게 감정적으로 충족되는 영화였을거라 생각합니다.
범죄도시2,10,웃음포인트도 너무 좋았다
마네의 제비꽃 여인: 베르트 모리조,10,"베르트 모리조가 어떤 사람이었고, 화가로서 성공하기 위해 노력한 것들을 느낄 수 있는 작품입니다. 그 당시 사회는 여성 미술가가 성공하기 어려웠는데, 마네의 조력이 조금 작용하긴 했지만 스스로 포기하지 않고 노력해서 성공하게 된 베르트 모리조에 대해 다시 한 번 더 생각해볼 수 있는 기회가 되었습니다."
범죄도시2,10,정말 너무 재밌어요  영화관에서 웃다가 콜라 잘 못 넘겨서 사레 들렸어요 ㅋㅋㅋ시즌3 6월에 촬영 시작이라던데 기대합니다
범죄도시2,10,
범죄도시2,10,후회 없는 선택 !! 배우들 연기까지 모든 것이 다 좋았다!!!
닥터 스트레인지: 대혼돈의 멀티버스,10,졸잼
범죄도시2,10,손석구 배우님 연기에 소름돋음
범죄도시2,10,범죄도시2 기대안하고 봤는데 배우님들 연기 너무 잘하세요! 아이맥스로 관람해서 더 재밌게 봤습니다! 다음 3편도 기대가 되네요
스틸워터,6,여주가 너무 못생김.. 에바 그린이나 마리옹 꼬띠아르 같은 배우들 두고 왜 저런 사람을 썼는지..
범죄도시2,8,속 시끄런 일이 있을때 통쾌한 액션을 원하신다면 후속작도 상당히 유효 합니다. 마블리의 포스와 손석구의 악역은 기대 만큼 재미를 주네요.
범죄도시2,10,
공기살인,10,한동안 잊고 살았었다...이 끔찍한기억을 잊고 살았다니...모두들 봐야한다
닥터 스트레인지: 대혼돈의 멀티버스,10,평소 보는 장르와는 또 다르지만여유있게 혼영해서 그런지 처음부터 끝까지 집중해서 재미있게 잘 봤습니다. 배우들 연기도 몰입되고 너무 좋았습니다.전편을 안봤지만 전편을 보고싶을 정도로 저는 만족입니다.
사이버 지옥: N번방을 무너뜨려라,10,"관심 있던 사건이었는데, 생각보다 더 충격적이었네요. 기자님들 대단하십니다.."
모비우스,10,모비우스 자체도 매력적인 캐릭터지만 다음 시리즈가 너무너무 기대된다진짜 스파이더맨이랑 한판 붙는거야?
범죄도시2,10,솔직히 최근 본 영화중(마블포함) 단연 최고입니다.1보다 더 재밌네요
닥터 스트레인지: 대혼돈의 멀티버스,3,재미가 있진 않았어요...1탄이 너무재미있었나...
범죄도시2,10,돈내고본게 아깝지않았음
범죄도시2,10,힘든 어느날 시원하고 재밌게 단 몇시간 만이라도 행복을 주셔서 감사합니다
범죄도시2,8,마동석 류 영화 중 대표될 만한 작품15세 이용가라고 하기에는 잔인해보임
태어나길 잘했어,7,아쉬움과 기대가 공존하는 영화
범죄도시2,10,정말 재밌게 봤습니다. 말도 안되는 위력이지만 모처럼 시원시원한 액션도 좋았고요.
사이버 지옥: N번방을 무너뜨려라,10,모두가 꼭 봐야하는 다큐!!
범죄도시2,10,잘 봤습니다 후속편 기다합니다
범죄도시2,10,우울한 날들의 연속이었는데 실컷 웃었습니다
범죄도시2,10,재미있다는 얘기는 들었는데 진짜 재밌었음!
범죄도시2,10,그냥 무조건 봐야됩니다.시간 가는 줄 모르고봤습니다.
범죄도시2,10,진짜 간만에 본 영화라 그런가.. 너무 재밌고 즐겁게 봤음 연기에 흠도 없고 흐름이 깨지는 타임도 없었음 아주 푸욱 빠져서 봄
범죄도시2,10,손석구 마동석 연기 최고!
사이버 지옥: N번방을 무너뜨려라,10,"사이버 범죄자 처벌( 소비사실 포함)에 힘쓰는 부서, 사람이 있다면 힘써 응원하겠습니다.  사이버사회에 걸맞는 법과 유능한 사이버감독,경찰,사설위탁기관 등이 생겨나 가해자의 범죄를 끝까지 추적하고 벌할 수 있기를 고대합니다"
소설가의 영화,8,힘 많이 안 주고 만든 영화처럼 보이는데 영화는 힘이 있다
범죄도시2,10,굿 시간가는줄 모르고 봄 상하이 장첸 ㅋㅋ
범죄도시2,10,1보다는 조금 잔인하긴하지만 스토리랑 액션감이 최고네요!
범죄도시2,10,핵존잼입니다!!!!또보고싶어요
범죄도시2,10,마동석이 때릴 때 마다 총소리남 ㅋㅋㅋㅋ
범죄도시2,10,1편못지않게 재미있었어요~~올만에 영화관이라 너무좋았습니다♥시리즈편으로 계속나왔으면 좋겠어요!!같은 출연진들분으로 나오면 더 좋을거같아용
범죄도시2,10,그냥 보자 두번보자. 보러가자
범죄도시2,9,강추합니다~ 마동석배우의 시원한 연기! 최고에요!!
이터널스,10,"최고의 영화, 추천합니다!"
8년을 뛰어넘은 신부,10,진짜 너무 울컥 하는 영화네요대단하고 500일동안 매일 영상을 찍는다는게 말 처럼 쉬운게 아니라는걸 그리고 배우들도 연기도 잘하고최고네요
범죄도시2,10,재밌게 잘 봤습니다~ 1따라가는 2도 나올수있다는 영화입니다!!!!
밀레니엄 제1부 - 여자를 증오한 남자들,10,두버전 다봤음.  유럽버전 노미 라파스만  기억남
범죄도시2,10,해방된 것 같아. 스트레스 다 풀렸어!
범죄도시2,10,시간 가는줄 모르고 봤네요 재밌습니다
범죄도시2,10,영리한 연출과 연기..억지스럽지 않은 유머와 통쾌한 액션  굿
닥터 스트레인지: 대혼돈의 멀티버스,6,
범죄도시2,10,
범죄도시2,10,시즌 1보다 넘너무 재미썽요 까불지마세요
범죄도시2,10,너무 재밌어요 또 보고싶어요
범죄도시2,10,빌런이 나쁠스록 뜨는 영화 이번에도 잔인하지만 나쁜빌런덕에 재미있음  소소한 깨알 웃머 액션도 멋짐 한정식같은 푸짐함
시니어 이어,10,내용은 뻔하지만 이야기를 재밌게 풀어갔어요여주가 사랑스러워요~
범죄도시2,10,구씨가 눈빛이 살아 있네 ㅎㄷㄷ 진심 미친자와 도른자 같았어 ㅠㅠ 중간 중간 잘생김은 왜그리 덕지 덕지 묻은건데? 1편보다 더 잔인해진것 같고 버스씬은 ㅋㅋㅋ 대박이었어 마동석은 몸이 더 커진것 같은데  더 귀여워 진것 같고 범투도 너무 재밌게 봐서 기분이 매우 좋다 열연 해주신 배우분들 캄사 해용~
범죄도시2,10,마동석이라는 장르를 보고왔네요. 평점이 좋아서 기대하고 봤는데 기대이상이었어요!
범죄도시2,10,짱재밌습니다 굳굳굳굳
범죄도시2,10,
닥터 스트레인지: 대혼돈의 멀티버스,7,생각보다 많이 유치하고 생각보다 많이 별로라서 생각보다 놀램
"마진 콜: 24시간, 조작된 진실",6,지루하게 중언부언하는 하룻밤.
범죄도시2,10,오랜만에 통쾌한 액션영화봐서 넘 좋았어요. 재밌어요!!!
범죄도시2,10,일단 저는 엄청 재밌게 봤어요 ㅎㅎㅎ 다만 액션씬이 좀 잔인해서 참고하세요 ㅎㅎㅎ
범죄도시2,10,지루할틈없이 너무 재밌게 봤어요~~평점보고 기대하고 갔는데 기대이상이네요!!
범죄도시2,10,너무 빨리 끝났음 ㅜㅜ 모든 배우들의 감초적인 대역이 너무 좋았어요
범죄도시2,10,오랜만에 영화관 가서 액션 영화 제대로 즐겼습니다. 손석구씨 몸 펌핑 잘 봤고 연기도 너무 좋았습니다. 음문석씨 나오는 중후분에 빌런들 섞여서 좀 난잡하게 느껴지고 살짝 루즈해졌는데 느껴질 때쯤 사이다 나와서 좋았고 마동석만의 우락 부락한 귀여운 연기 봐도 봐도 안 질리고 재밌습니다ㅋㅋㅋㅋ범죄도시3도 엄청 기대되네요!!ㅋㅋ
범죄도시2,10,손석구개짱최고의빌런
홀리워킹데이,10,
범죄도시2,10,완벽합니다 얼른보세요
범죄도시2,10,"마동석 나오는 액션신에서 연출되는 효과음이 과장된 걸 누구나 알고있는데, 마동석이라면 실제로 저런 소리가 날 것 같아서 웃겼음 ㅋㅋㅋ"
범죄도시2,10,너무 재미있게 봤습니다
범죄도시2,10,재밌습니다. 빠른전개 귯 범죄도시1다시봐야겠습니당
범죄도시2,10,타격감이 오지네요 극장에서 보길 잘한듯
범죄도시2,10,타격감을 따라올 자가 없네요~악역도 연기 너무 잘하시네요~~속이 다 시원합니다.
범죄도시2,10,더강력해진 마동석입니다. 완전 재미있어요~
범죄도시2,10,재밌습니다. 직관 가셔도 괜찮습니다.
범죄도시2,10,너무 재밌게 잘봤습니다 시원시원하고 액션도 ㅎㅎ
범죄도시2,10,
범죄도시2,10,재밌게봤어요~^^배우님들 모두 멋져요
범죄도시2,10,개그와 킬링포인트가 너무 많아서 행복했습니다..특히 손석구 등장씬부터 시작해서 카리스마가 미침ㅜㅜㅠ 액션씬 너무 만족했어요
범죄도시2,10,대박 개인적으로 범죄도시 1을 본 사람이라면 2편이 더 재미있을 수 밖에 없는 액션과 오마주 시간가는줄 모르고 봤어요
범죄도시2,10,1편엔 장첸이 악역을 잘 살렸는데2편엔 강해상도 악역 그자체 였다
사이버 지옥: N번방을 무너뜨려라,10,10점을 안 줄수가 없네요
범죄도시2,10,박지환 배우님 너무 재밌어요!!!!
더 배트맨,7,재밌었어요. ????
범죄도시2,1,전편 클리쉐 따다 만들면 대박날거라착각한 감독의 망작
닥터 스트레인지: 대혼돈의 멀티버스,9,멀티버스의 확장은 좋았지만 닥스 특유의 마법씬을 못본게 너무 아쉬웠어요
범죄도시2,10,말할것도없이 꿀잼 ^^
범죄도시2,10,오랜만에 정말 재밌는 영화를 봤어요
문폴,6,재밌었어요. 중간까지는...
범죄도시2,10,기대없이 봤는데 너무 재밌었어요
범죄도시2,10,성공적인 데이트를 만들어주었던 영화였어요
범죄도시2,9,와 연출 미쳤네요 판타지와 현실에 걸쳐있어서 액션이 더 파워풀하게 느껴집니다
범죄도시2,10,정말 재밌게 봤습니다!!
범죄도시2,10,오랜만에 속 시원하게 감상!
닥터 스트레인지: 대혼돈의 멀티버스,8,재밌었어요. 다음편이 기대되네요.
범죄도시2,9,역시 마블리입니다. 재밌었어요
범죄도시2,10,나름 1편을 넘진 못해도 1편 못지않은 임팩트!
닥터 스트레인지: 대혼돈의 멀티버스,7,대혼돈은 멀티버스가 아니라 나에게... 급작스러운 세계관 확장에 놀랐으나 CG와 이후 스토리에 대한 기대감에 별 반개 더
범죄도시2,10,1편도 잼있었는데 2편까지 기대이상으로 잼있음..
범죄도시2,10,후속작들은 전작들보다 재미가 떨어져서 1보다 재미있을까 하는 걱정이 있었는데 괜한 걱정한 거 같습니다. 진짜 재밌어요 웃음포인트도 많고 액션도 더 좋아지고 재밌었어요
범죄도시2,10,1보다 재밌다니 이게말이됩니까또보러갑니다
범죄도시2,10,액션이 확실히  많아져서 졸잼이욥 최고~ 손석구배우 대박 연기잘함 개인적으로 1보다 2가 내스타일~ 동석이형 더 재밌어짐 액션은 기본이고 역시
범죄도시2,10,"하... 마동석이 강해상 더 줫패줬어야 하는데 8편까지 계획 있다고 하니 앞으로 나올 빌런들은 야쿠자, 마피아들도 참교육 해줘도 될 듯"
범죄도시2,10,사실 잔인한거 선호하지 않는데 친구가 재밌다고해서 같이 봤습니다. 정말 재밌네요. 배우님들 명연기 너무 좋았고 중간중간 빵빵 터져서 시간가는줄 모르고 봤습니다. 마동석 배우님의 액션은 속이 뻥 뚫려서 스트레스 풀고 왔네요
범죄도시2,10,진짜 너무너무너무너무너무너무 재밌어요 아ㅡㅡ
범죄도시2,10,와 너무 재밌게봣네요ㅋ
매스,8,111분간 편집없이 한 공간에서 펼쳐지는 배우들의 열연!
범죄도시2,10,아~~~~재미있다 4시간했음좋겠다 2시간아쉽다진짜빨리바로보세요!!!!미처따
범죄도시2,10,2시간이 어떻게 흘러갔는지 모를만큼 잼있었어요
범죄도시2,10,잔인한부분보다 마동석씨가 때리는 장면일때 진짜 마동석씨한테 맞으면 저렇게 될거같아서 ㅋㅋ 재밌었어요
범죄도시2,10,액션 좋고 연기도 지리다
야마카시 2,1,.평점도 낮고 뭐 이런 영화를.. 개봉을.. 그것도 2를 개봉까지 해주고 ㅋ 재미도 별로고..별 한개도 아깝다 평점도 4.15밖에 안되는데 ㅋ  또 관객수가  고작 1명 ㅋㅋ
범죄도시2,8,한국 영화의 부활을 기대하게끔 만드는 영화. 오락영화로 충분하다. 벌써부터 3편 기대됨
범죄도시2,10,이거 뭐냐.... 다시 보고싶다
신비한 동물들과 덤블도어의 비밀,8,큰애와 같이 봤는데 재미있어 하네요.^^
닥터 스트레인지: 대혼돈의 멀티버스,9,기대했던 만큼 재밌었고 영화관에서 봐야 웅장합니다
범죄도시2,10,
범죄도시2,10,"시즌1은 조연들이 먹여살렸다면,  시즌2는 마동석 과 손석구 영화이다.시즌1에 욕되지 않는 시즌2이다."
야마카시,1,평점도 낮고 뭐 이런 영화를.. 개봉까지 ..해주고 ㅋ 재미도 별로고..지금 케이블 tv에서 하고 있는데 별 한개도 아깝다
사이버 지옥: N번방을 무너뜨려라,10,노력해주신 모든 분들을 보며 세상에 빛이 있다는 희망을 잊지 않겠습니다.
범죄도시2,10,진짜 너무 재밌어요!! 배우들이 연기도 맛깔나게 잘해요
범죄도시2,10,하.. 손석구.. 멋있당…
범죄도시2,10,1보다 난 2는 드문데 이번작 대박입니다!
범죄도시2,10,"아 정말 배우들 연기 최고였어요!! 손석구, 마동석님 다른 배우분들도 정말  최고. 남편이랑 신나게 웃고 왔네요."
범죄도시2,10,너무 재미있어요 !!또 보러 감 !
범죄도시2,10,진짜개꿀잼ㅋㅋ 장이수 얼굴만 나와도웃김
범죄도시2,10,되게 과장된 액션 연기인데도 타격감이 이렇게 리얼하게 느껴지는 영화는 처음같음 ㅋㅋ 너무 재밌게 봤습니다.
범죄도시2,10,"오랫만에 스트래스 확 푸는 영화 였어요.유머, 액션 적절히 섞인 마동석만이 할수 있는 잼있는 영화임~"
범죄도시2,10,재밓어요너무너무너무
범죄도시2,9,너무 재밌게 잘봤어요 진짜다시보고싶네요!ㅋㅋ
범죄도시2,10,재밌습니다!! 1편에서 장첸이 워낙 성공해서 2편은 좀 걱정됐는데손석구님이 그 걱정 완전히 날려주셨어요개그도 적절해서 재밌었습니다!!다만 마동석이 쎄도 너무 쎄요 ..ㅋㅋ
범죄도시2,6,1편은 내용전개에 따른 웃음 포인트 발생했다면 2편은 웃음포인트가 메인이 된 느낌. 빌런도 장첸에 비해 악질적인 요소가 낮아 많이 아쉬움이~
범죄도시2,10,연기도 미쳤고 적절한 코미디 내용 억지 없이 딱 좋았어요… 걍 범죄도시3 기대됩니다 라고 짧고 굵게 말하고싶네요
범죄도시2,10,악당도 매력있고 다 재밌었다 사운드 굿굿
범죄도시2,8,"전편이 700만,,,이번에 더 잼있으니 1000만 기대"
범죄도시2,10,한국영화 속편의 성공이라니..
범죄도시2,8,넥스트 류승완의 등장!!
닥터 스트레인지: 대혼돈의 멀티버스,4,왜 mcu 모르는 사람만 영화평 안좋게 할거라 생각하지ㅎㅎ 그냥 못만들었음..ㅠ 전개가 아쉽고 너무 비중 있는 역할을 신인한테 맡겨서 중간에 붕 떴음
